handle,title,Product Type,Category,tags,SKU,Weight,Better Home Price,Retail Price,Description,Brand,Material,Returns Policy,Warranty,url,Color,Finish,Material,Style,Image Src
ao-smith-xpress-storage-water-heater-6-ltrs,AO Smith Xpress Storage Water Heater 6 Ltrs,Water Heater,Home Garden Household Appliances Water Heaters,"AO Smith, Electricals, Storage Water Heater",ELST0112,6300.0,9690.0,11800.0,Xpress Series values your time. This is why they give you hot water 33 faster compared to ordinary water heaters of 3KW. Express Heat with 33 faster heating than 2kW water heaters. Buy original AO Smith Xpress Storage Water Heater 6 Ltrs at wholesale prices from Better Home.,AO Smith,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/ao-smith-xpress-storage-water-heater-6-ltrs,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/AO_-_Smith_-_Xpress_-_Storage_-_Water_-_Heater_-_25ltrs-FullView.png?v=1736743157
bosch-gll-50-g-professional-line-laser,Bosch GLL 50 G Professional Line Laser,Measuring Device,Hardware Tools Measuring Tools Sensors Levels Laser Levels Line Combi Laser Levels,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1006,0.0,7336.0,14000.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Simple and compact for rugged environment. Green Laser Technology with optimum visibility Compact design for convenient handling Easy operation with only one switch Dual power source of BA 3.7V 1.0Ah Li-ion battery",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gll-50-g-professional-line-laser,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Bosch_GLL_50_G_Professional_Line_Laser_-_1.webp?v=1724862508
jaquar-florentine-sink-tap-chrome-flr-chr-5347n,Jaquar Florentine Sink Tap Chrome FLR-CHR-5347N,Kitchen Accessories,Home Garden Kitchen Dining,Sanitaryware,SAWA0303,0.0,2200.0,2200.0,Buy original Jaquar Florentine sink tap at wholesale price in Better Home. It has a regular swivel spout and is a popular model for the kitchen.,Jaquar,,Immediately return goods on delivery in case of any damages found.,10 years manufacturer warranty,https://betterhomeapp.com/products/jaquar-florentine-sink-tap-chrome-flr-chr-5347n,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jaquar_Florentine_Sink_Tap_Chrome_FLR-CHR-5347N.jpg?v=1724176156
bosch-gol-32-d-professional-optical-level,Bosch GOL 32 D Professional Optical Level,Measuring Device,Business Industrial Construction Surveying,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1014,0.0,12451.0,21650.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Robust and reliable - ideal for outdoor use. Ideal for outdoor use due to a robust housing with dust and splash protection IP54. Fast aperture for a sharp image of the target. Compensator lock for safe transport.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gol-32-d-professional-optical-level,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GOL32DProfessional2_1.webp?v=1724862800
jaquar-kubix-prime-bathtub-spout-chrome-spj-35463pm,Jaquar Kubix Prime Bathtub Spout Chrome SPJ-35463PM,Bathroom Fittings,Hardware Plumbing Plumbing Fixture Hardware Parts Bathtub Accessories Bathtub Spouts,"Bathroom Fittings, Sanitaryware",SAWA0302,0.0,2750.0,2750.0,Buy original Jaquar Kubix Prime bath spout at wholesale price in Better Home. It is a popular bathtub spout or tap.,Jaquar,,Immediately return goods on delivery in case of any damages found.,10 years manufacturer warranty,https://betterhomeapp.com/products/jaquar-kubix-prime-bathtub-spout-chrome-spj-35463pm,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jaquar_Kubix_Prime_Bathtub_Spout_Chrome_SPJ-35463PM.jpg?v=1724174519
bosch-gol-26-d-professional-optical-level,Bosch GOL 26 D Professional Optical Level,Measuring Device,Business Industrial Construction Surveying,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1013,0.0,10530.0,18100.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Extremely robust - ideal for outdoor use. Designed for outdoor use due to sturdy metal housing with dust and splash protection IP54. Robust design with built-in target collimator and integrated circular vial.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gol-26-d-professional-optical-level,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GOL26DProfessional2_1.webp?v=1724863981
bosch-gam-220-professional-angle-measurer,Bosch GAM 220 Professional Angle Measurer,Measuring Device,Hardware Tools Measuring Tools Sensors Levels,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1012,0.0,12419.0,16500.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Precise and easy angle measurement. Fast and precise calculation of angles. Angles can be transferred precisely onto workpieces by means of a mechanical locking screw. Illuminated display. IP54 rating. Flip display.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gam-220-professional-angle-measurer,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GAM220-1_1.webp?v=1724862939
bosch-gim-120-professional-digital-inclinometer,Bosch GIM 120 Professional Digital Inclinometer,Measuring Device,Hardware Tools Measuring Tools Sensors Levels,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1011,0.0,13287.0,17500.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Longer for maximum precision. Measures precise tilts in degrees, percent or millimetresmetres. Direction arrows and audible signals at 0deg and 90deg for easy alignment. Measured values automatically turn on the display.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gim-120-professional-digital-inclinometer,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GIM120Professional1_1.webp?v=1724863080
bosch-gim-60-professional-digital-inclinometer,Bosch GIM 60 Professional Digital Inclinometer,Measuring Device,Hardware Tools Measuring Tools Sensors Levels,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1010,0.0,13083.0,17000.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Precise digital inclinometer. Measures precise tilts in degrees, percent or millimetresmetres. Direction arrows and audible signals at 0deg and 90deg for easy alignment. Measured values automatically turn on the display.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gim-60-professional-digital-inclinometer,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GIM60Professional1_1.webp?v=1724863211
bosch-gll-3-80-cg-professional-line-laser,Bosch GLL 3-80 CG Professional Line Laser,Measuring Device,Hardware Tools Measuring Tools Sensors Levels Laser Levels Line Combi Laser Levels,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1009,0.0,51098.0,62000.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Green supreme visibility in 3 x 360deg. Simply connected. Up to four times better visibility due to the green laser lines. Bluetoothr connection to your smartphone for remote control use and contactless adjustment.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gll-3-80-cg-professional-line-laser,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GLL3-80CGProfessional1_1.webp?v=1724863475
bosch-gll5-50-x-professional-line-laser,Bosch GLL 5-50 X Professional Line Laser,Measuring Device,Hardware Tools Measuring Tools Sensors Levels Laser Levels Line Combi Laser Levels,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1008,0.0,11782.0,19475.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Better line visibility for increased work efficiency in everyday interior levelling jobs. Greater Visibility - On front cross for better working performance. Compact - Light and easy-to-carry. Robust",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gll5-50-x-professional-line-laser,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/line-laser-gll-5-50-x-0601063n80_1_1.webp?v=1724863544
bosch-gll-3-15-x-professional-line-laser,Bosch GLL 3-15 X Professional Line Laser,Measuring Device,Hardware Tools Measuring Tools Sensors Levels Laser Levels Line Combi Laser Levels,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1007,0.0,7647.0,13245.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. For easy decorative interior fitting applications. Maximum precision thanks to the Bosch Pendulum Precision System. Projection of a vertical and a horizontal line. Detachable, 360deg rotating platform with bubble vial.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gll-3-15-x-professional-line-laser,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GLL3-15XProfessional1_1.webp?v=1724863388
bosch-gll-3-x-professional-line-laser,Bosch GLL 3 X Professional Line Laser,Measuring Device,Hardware Tools Measuring Tools Sensors Levels Laser Levels Line Combi Laser Levels,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1005,0.0,5970.0,9200.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Compact 3-line laser The versatile solution for indoor jobs. Compact, Modern and Robust Design for great mobility and durability. Easy to use for Versatile applications. Vivid line visibility for maximum work efficiency",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-gll-3-x-professional-line-laser,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GLL3XProfessional1_1.webp?v=1724863298
bosch-glm-150-c-professional,Bosch GLM 150 C Professional Laser Measure,Measuring Device,Hardware Tools Measuring Tools Sensors Distance Meters,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1004,0.0,18278.0,29300.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. The Bosch laser tool for measuring and documenting easily and professionally - a smart solution for all surroundings. Precise targeting thanks to the digital viewfinder with zoom function - also for outdoor applications",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-glm-150-c-professional,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GLM150CProfessional1_1.webp?v=1724863615
bosch-glm-50-23-g-professional,Bosch GLM 50-23 G Professional Laser Measure,ToolMeasuring Device,Hardware Tools Measuring Tools Sensors Distance Meters,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1003,0.0,6658.0,12750.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Outstandingly robust 2-in-1 laser measure with green laser for rough job sites Integrated 360deg tilt sensor for easy angle inclination measurement, an added versatility to the laser measure. Intuitive user interface.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-glm-50-23-g-professional,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GLM50-23GProfessional1.webp?v=1724863864
bosch-glm-40-professional-laser-distance-measure,Bosch GLM 40 Professional Laser Distance Measure,Measuring Device,Hardware Tools Measuring Tools Sensors Distance Meters,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1002,0.0,4239.0,8200.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. Easy for everyday professional measuring solutions Compact - Easy to carry and fits into any pocket for handy usage. Robust - IP54 dust and splash water protection suitable for every job site. Easy - Simple and easy.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-glm-40-professional-laser-distance-measure,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GLM40Professional_1.webp?v=1724863819
bosch-glm-30-23-professional-laser-distance-measure,Bosch GLM 30-23 Professional Laser Distance Measure,Measuring Device,Hardware Tools Measuring Tools Sensors Distance Meters,"Bosch, Hardware, Laser Distance Measure, Tools",HATO1001,0.0,3309.0,7250.0,"Buy original Bosch tools from Better Home at wholesale prices. Latest stock, and hence longer life. The laser measure GLM 30-23 Professional is the handy, user-friendly solution for quick and accurate indoor measurements.",Bosch,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty,https://betterhomeapp.com/products/bosch-glm-30-23-professional-laser-distance-measure,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/o391286v54_GLM_30-23_on_dyn_1.png?v=1724863699
jaquar-aria-sink-cock-ari-chr-39347s,Jaquar Aria Sink Cock with Regular Swinging Spout Wall mounted ARI-CHR-39347S,Faucet,Hardware Plumbing Plumbing Fixture Hardware Parts Faucet Accessories,"Faucet, Sanitaryware",SAWA0301-10011,0.0,2000.0,2000.0,,Jaquar,,,,https://betterhomeapp.com/products/jaquar-aria-sink-cock-ari-chr-39347s,Chrome Finish,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ARI-CHR-39347S.jpg?v=1724128002
jaquar-square-shape-maze-overhead-shower-ohs-chr-1619-chrome,Jaquar Square Shape Maze Overhead Shower 200X200mm - OHS-CHR-1619,Shower,Home Garden Bathroom Accessories,"Faucet, OverHead Shower, Sanitaryware, Shower",SAWA0301-10010,0.0,5750.0,5750.0,,Jaquar,,,,https://betterhomeapp.com/products/jaquar-square-shape-maze-overhead-shower-ohs-chr-1619-chrome,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SquareShapeMazeOverheadShower-Chrome.jpg?v=1724127351
hettich-cargo-dish-drainer-set-for-cabinet-width-600mm,Hettich Cargo Dish Drainer Set- For Cabinet Width 600mm,Kitchen Accessories,Home Garden Kitchen Dining Kitchen Tools Utensils Dish Racks Drain Boards Dish Racks,"Hettich, Kitchen Accessories",HAKA1001,0.0,4100.0,5226.0,Buy original Hettich dish drainers with bill and warranty at wholesale prices in Better Home. Combines convenience with unmatched stability strength Available for two different cabinets width 600 mm and 900 mm Two layers of dish drainer cutler drainer Sturdy stainless steel wire basket structure Unique PVC collecting tray 600 mm can take 6 thali 8 plates of 280 mm 900 mm can take 9 thali 15 plates of 280 mm Can be mounted very easily Finish Chrome Plated Made of stainless steel wire,Hettich,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Rusting Warranty,https://betterhomeapp.com/products/hettich-cargo-dish-drainer-set-for-cabinet-width-600mm,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Hettich_Cargo_Dish_Drainer_Set.jpg?v=1726592542
jaquar-solo-rimless-blind-installation-wall-hung-wc-sls-wht-6953biufsm-white,Jaquar Solo Rimless Blind Installation Wall Hung WC SLS-WHT-6953BIUFSM - White,Sanitaryware,Hardware Plumbing Plumbing Fixtures Toilets Bidets Toilets,"Sanitaryware, wall hung water closet, Water Closet, Western Toilet",SAWA0301-10001,0.0,11000.0,12700.0,,Jaquar,,,,https://betterhomeapp.com/products/jaquar-solo-rimless-blind-installation-wall-hung-wc-sls-wht-6953biufsm-white,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Solo.jpg?v=1724065552
ao-smith-minibot-instant-water-heater-3-ltrs,AO Smith MiniBot Instant Water Heater - 3 Ltrs,Water Heater,Home Garden Household Appliances Water Heaters,"AO Smith, Electricals, Storage Water Heater",ELST0109,0.0,4200.0,5600.0,"The MiniBot instant water heater is a masterpiece with outstanding design and cutting-edge technology. It makes your bathroom look magnificent and extraordinary. Beautifies your bathroom with modern minimalistic design. Get instant hot water with glass coated heating element. Longer life in toughest water conditions with Blue Diamond glass lined tank. Designed for high rise buildings with 8 bar pressure rating. Stronger construction quality with tank thickness of 2 mm, 2X compared to an ordinary instant water heater. Buy original AO Smith MiniBot Instant Water Heater - 3 Ltrs at wholesale prices from Better Home.",AO Smith,,Immediately return goods on delivery in case of any damages found.,"5 years warranty on tank, 3 years on heating element and 2 years on product",https://betterhomeapp.com/products/ao-smith-minibot-instant-water-heater-3-ltrs,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/AO_Smith_MiniBot_Instant_Water_Heater_-_3_Ltrs.png?v=1736597048
