handle,title,Product Type,Category,tags,SKU,Weight,Better Home Price,Retail Price,Description,Brand,Features,Material,Returns Policy,Manufacturer URL,Warranty,url,Color,Finish,Material,Style,Image Src,Image Alt Text
kamachi-fe-600-tmt-bar,Kamachi Fe 600 TMT Bar,Rebar,,Garden Outdoor,HARE0141-24826184,0.0,0.0,0.0,Kamachi Fe 600 is the steel for new age high-rise constructions. The steel strength of 600 Mpa offers a 20 increase in load bearing capacity leading to atleast 4 lower steel consumption and value for money The extremely low sulphur and phosphorous content gives the stell increased ductility to withstand wind loads and jerk loads during earthquakes Being pioneers to launch this special quality steel in the market it is priced equivalent to HCR bars providing maximum benefits at minimum costs,Kamachi TMT,Carbon % max: 0.25| Sulphur % max: 0.035| Phosphorus % max: 0.040| Yeild stress: 630| Ultimate tensile stress: 670,,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/kamachi-fe-600-tmt-bar,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/be380b3b-6fd8-477c-942a-fdc521bb8e08_tinywow_fe600_26560488.webp?v=1695413765,Kamachi Fe 600 TMT Bar
kamachi-fe-500-d-tmt-bar,Kamachi Fe 500 D TMT Bar,Rebar,,Garden Outdoor,HARE0140-24826183,0.0,0.0,0.0,Also known as earthquake specialist the D denotes the extra ductility of the rebar The best quality blooms ensure extremely low levels of Sulphur and Phosphorus impurities The lesser these elements the greater the ducility and ability to withstand the tremendous shock load produced during earthquakes Kamachi Fe500D bars not only offers better value and durability than presumed leading brands it is also trusted by Indias leading industrial houses,Kamachi TMT,Carbon % max: 0| 20-0.25| Sulphur % max: 0.035| Phosphorus % max: 0.04| Yeild stress: 525| Ultimate tensile stress: 600,,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/kamachi-fe-500-d-tmt-bar,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/5784b7d1-dcb1-4438-8c57-3621d73c4413_tinywow_500d_26558646.webp?v=1695413746,Kamachi Fe 500 D TMT Bar
kamachi-fe-550-tmt-bar,Kamachi Fe 550 TMT Bar,Rebar,,Garden Outdoor,HARE0139-24826182,0.0,0.0,0.0,This widely accepted grade from Kamachi is manufactured with minimum 5 higher strength than BIS Standards and can save upto 30 when compared to ordinary TMT bars Excellent elongation bend and re-bend properties and superior weld ability makes Kamachi TMT preferred choice of engineers and bar benders alike,Kamachi TMT,Carbon % max: 0.25| Sulphur % max: 0.050| Phosphorus % max: 0.050| Yeild stress: 580| Ultimate tensile stress: 680,,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/kamachi-fe-550-tmt-bar,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9efc4a3d-4b5b-4c74-a0dc-954e055b95e1_tinywow_kamatchi_201_26557038.webp?v=1695413729,Kamachi Fe 550 TMT Bar
athangudi-tiles,Athangudi Tiles,Tiles,,Garden Outdoor,FLTI0077-24822907,0.0,57.0,60.0,Athangudi tiles named after the place of manufacture in Chettinad Tamil Nadu come in myriad colors and patterns and are made by a unique process using local soil. Even before invasion of mechanized making of floor tiles such as ceramic vitrified marble and granites these flowering tiles of Athangudi were a match of its own class and they competed with imported ones of Japan and Italy.,Better Home,The Athangudi tiles are hand-made.| These tiles can be created with any design or colour of choice.| 10 inch x 10 inch| Minimum order 700 square feet,,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/athangudi-tiles,,,,Premium,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/36298f70-13df-4bda-9570-a6ad0bd5f244_tinywow_images_23908102.webp?v=1695413680,
athangudi-tiles,Athangudi Tiles,Tiles,,Garden Outdoor,FLTI0077-24823637,0.0,67.0,70.0,Athangudi tiles named after the place of manufacture in Chettinad Tamil Nadu come in myriad colors and patterns and are made by a unique process using local soil. Even before invasion of mechanized making of floor tiles such as ceramic vitrified marble and granites these flowering tiles of Athangudi were a match of its own class and they competed with imported ones of Japan and Italy.,Better Home,The Athangudi tiles are hand-made.| These tiles can be created with any design or colour of choice.| 10 inch x 10 inch| Minimum order 700 square feet,,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/athangudi-tiles,,,,Ultra,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9a90c55e-2c2a-4f24-a61b-7139b89ded23_tinywow_images_20_1__23908135.webp?v=1695413684,
acrylic-photo-frame,Acrylic Photo Frame,Photo Frame,Home Garden Household Supplies Storage Organization Photo Storage Photo Albums,Home Decor,DEPH0001-24827296,0.0,1018.0,1999.0,An acrylic photo frame is a eye-catching way to display your most treasured memories Acrylic photo frame is a type of frame that is made from transparent or translucent acrylic material. It is designed to hold and display photographs providing a modern and sleek look. Thickness 3mm Ultra HD print Highest DPI Image Processing at 600x600 PPi Acrylic chemical preparation prior to printing Unidirectional pixel-perfect direct printing on acrylic Never peel off,S3,"Acrylic frames is known for its excellent transparency allowing your photographs to be showcased without any distortion or colour fading.| Acrylic frames are lightweight making them easy to handle and hang on walls.|  Acrylic frames come in various sizes, shapes and styles allowing you to find one that suits your preferences and the aesthetic of your space.| Acrylic frames are relatively easy to clean and maintain.",,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/acrylic-photo-frame,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/5e2f84bf-14cf-4db3-bc5e-b235b6b34d61_tinywow_5_30976550.webp?v=1725379448,
acrylic-photo-frame,Acrylic Photo Frame,Photo Frame,Home Garden Household Supplies Storage Organization Photo Storage Photo Albums,Home Decor,DEPH0001-24827297,0.0,712.0,1599.0,An acrylic photo frame is a eye-catching way to display your most treasured memories Acrylic photo frame is a type of frame that is made from transparent or translucent acrylic material. It is designed to hold and display photographs providing a modern and sleek look. Thickness 3mm Ultra HD print Highest DPI Image Processing at 600x600 PPi Acrylic chemical preparation prior to printing Unidirectional pixel-perfect direct printing on acrylic Never peel off,S3,"Acrylic frames is known for its excellent transparency allowing your photographs to be showcased without any distortion or colour fading.| Acrylic frames are lightweight making them easy to handle and hang on walls.|  Acrylic frames come in various sizes, shapes and styles allowing you to find one that suits your preferences and the aesthetic of your space.| Acrylic frames are relatively easy to clean and maintain.",,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/acrylic-photo-frame,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/4a4b2fde-1b56-4535-b69f-6e534d39e1ed_tinywow_3_30976484.webp?v=1725379448,
acrylic-photo-frame,Acrylic Photo Frame,Photo Frame,Home Garden Household Supplies Storage Organization Photo Storage Photo Albums,Home Decor,DEPH0001-24827298,0.0,539.0,999.0,An acrylic photo frame is a eye-catching way to display your most treasured memories Acrylic photo frame is a type of frame that is made from transparent or translucent acrylic material. It is designed to hold and display photographs providing a modern and sleek look. Thickness 3mm Ultra HD print Highest DPI Image Processing at 600x600 PPi Acrylic chemical preparation prior to printing Unidirectional pixel-perfect direct printing on acrylic Never peel off,S3,"Acrylic frames is known for its excellent transparency allowing your photographs to be showcased without any distortion or colour fading.| Acrylic frames are lightweight making them easy to handle and hang on walls.|  Acrylic frames come in various sizes, shapes and styles allowing you to find one that suits your preferences and the aesthetic of your space.| Acrylic frames are relatively easy to clean and maintain.",,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/acrylic-photo-frame,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/c61b73ee-8232-4c62-84ec-70e197497069_tinywow_2_30976465.webp?v=1725379448,
acrylic-photo-frame,Acrylic Photo Frame,Photo Frame,Home Garden Household Supplies Storage Organization Photo Storage Photo Albums,Home Decor,DEPH0001-24827299,0.0,223.0,499.0,An acrylic photo frame is a eye-catching way to display your most treasured memories Acrylic photo frame is a type of frame that is made from transparent or translucent acrylic material. It is designed to hold and display photographs providing a modern and sleek look. Thickness 3mm Ultra HD print Highest DPI Image Processing at 600x600 PPi Acrylic chemical preparation prior to printing Unidirectional pixel-perfect direct printing on acrylic Never peel off,S3,"Acrylic frames is known for its excellent transparency allowing your photographs to be showcased without any distortion or colour fading.| Acrylic frames are lightweight making them easy to handle and hang on walls.|  Acrylic frames come in various sizes, shapes and styles allowing you to find one that suits your preferences and the aesthetic of your space.| Acrylic frames are relatively easy to clean and maintain.",,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/acrylic-photo-frame,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/7f61d49b-c4fd-4a72-a43b-3dbc953abb90_tinywow_4_30976498.webp?v=1725379448,
pillayar-granite-stone-statue,Pillayar Granite Stone Statue from Famous Mahabailpuram Sculptors,Granite Statue,,Home Decor,DEGR0001-24826327,0.0,18360.0,22680.0,The Pillayar Granite Stone Statue is a magnificent sculpture carved by fine sculptors from the Government College of Architecture and Sculpture Mahabailpuram Mamallapuram near Chennai.. This serves as a meaningful and beautiful addition to any collection. The statue depicts Pillayar in a seated posture reflecting his calm and peaceful nature while his symbolic elephant head and four arms signify his wisdom strength and ability to overcome obstacles. This statue is compact yet impactful making it an ideal choice for those seeking a smaller representation of Pillayars divine presence.,Better Home,Material: Granite| Duration to make: 5 days,,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/pillayar-granite-stone-statue,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/8457a267-202f-4fac-ba56-8ecc345794a7_tinywow_WhatsApp_Image_2023-07-20_at_11.58.22_AM-removebg-preview_29651031.webp?v=1695413643,
pillayar-granite-stone-statue,Pillayar Granite Stone Statue from Famous Mahabailpuram Sculptors,Granite Statue,,Home Decor,DEGR0001-24830004,0.0,6630.0,8190.0,The Pillayar Granite Stone Statue is a magnificent sculpture carved by fine sculptors from the Government College of Architecture and Sculpture Mahabailpuram Mamallapuram near Chennai.. This serves as a meaningful and beautiful addition to any collection. The statue depicts Pillayar in a seated posture reflecting his calm and peaceful nature while his symbolic elephant head and four arms signify his wisdom strength and ability to overcome obstacles. This statue is compact yet impactful making it an ideal choice for those seeking a smaller representation of Pillayars divine presence.,Better Home,Material: Granite| Duration to make: 5 days,,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/pillayar-granite-stone-statue,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/8457a267-202f-4fac-ba56-8ecc345794a7_tinywow_WhatsApp_Image_2023-07-20_at_11.58.22_AM-removebg-preview_29651031.webp?v=1695413643,
pillayar-granite-stone-statue,Pillayar Granite Stone Statue from Famous Mahabailpuram Sculptors,Granite Statue,,Home Decor,DEGR0001-24830005,0.0,8160.0,10080.0,The Pillayar Granite Stone Statue is a magnificent sculpture carved by fine sculptors from the Government College of Architecture and Sculpture Mahabailpuram Mamallapuram near Chennai.. This serves as a meaningful and beautiful addition to any collection. The statue depicts Pillayar in a seated posture reflecting his calm and peaceful nature while his symbolic elephant head and four arms signify his wisdom strength and ability to overcome obstacles. This statue is compact yet impactful making it an ideal choice for those seeking a smaller representation of Pillayars divine presence.,Better Home,Material: Granite| Duration to make: 5 days,,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/pillayar-granite-stone-statue,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/8457a267-202f-4fac-ba56-8ecc345794a7_tinywow_WhatsApp_Image_2023-07-20_at_11.58.22_AM-removebg-preview_29651031.webp?v=1695413643,
pillayar-granite-stone-statue,Pillayar Granite Stone Statue from Famous Mahabailpuram Sculptors,Granite Statue,,Home Decor,DEGR0001-24830006,0.0,10200.0,12600.0,The Pillayar Granite Stone Statue is a magnificent sculpture carved by fine sculptors from the Government College of Architecture and Sculpture Mahabailpuram Mamallapuram near Chennai.. This serves as a meaningful and beautiful addition to any collection. The statue depicts Pillayar in a seated posture reflecting his calm and peaceful nature while his symbolic elephant head and four arms signify his wisdom strength and ability to overcome obstacles. This statue is compact yet impactful making it an ideal choice for those seeking a smaller representation of Pillayars divine presence.,Better Home,Material: Granite| Duration to make: 5 days,,Immediately return goods on delivery in case of any damages found.,,,https://betterhomeapp.com/products/pillayar-granite-stone-statue,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/8457a267-202f-4fac-ba56-8ecc345794a7_tinywow_WhatsApp_Image_2023-07-20_at_11.58.22_AM-removebg-preview_29651031.webp?v=1695413643,
